question,label
충주 술집 추천해 줘,S-LOCATION S-RESTAURANT O O
춘천 분식집 추천해 줘,S-LOCATION S-RESTAURANT O O
서천 카페 추천해 주세요,S-LOCATION S-RESTAURANT O O
홍성 피자 집 어디 있니,S-LOCATION B-RESTAURANT E-RESTAURANT O O
목포 샐러드 바 알려주라,S-LOCATION B-RESTAURANT E-RESTAURANT O
영주 닭꼬치 집 추천해 주라,S-LOCATION B-RESTAURANT E-RESTAURANT O O
창녕 술집 알고싶어,S-LOCATION S-RESTAURANT O
장수 뷔페 알려주라,S-LOCATION S-RESTAURANT O
논산 뷔페 추천해 주세요,S-LOCATION S-RESTAURANT O O
봉화 돈까스 집 알려줄래,S-LOCATION B-RESTAURANT E-RESTAURANT O
평택 분식집 추천해 주라,S-LOCATION S-RESTAURANT O O
정선 우동 집 알고싶어,S-LOCATION B-RESTAURANT E-RESTAURANT O
완주 떡갈비 집 알려주세요,S-LOCATION B-RESTAURANT E-RESTAURANT O
고흥 갈비 집 알고싶어,S-LOCATION B-RESTAURANT E-RESTAURANT O
보성 횟집 알려주라,S-LOCATION S-RESTAURANT O
울릉 죽집 추천해 주세요,S-LOCATION S-RESTAURANT O O
진천 베이커리 알려줘,S-LOCATION S-RESTAURANT O
안산 중국집 알려주라,S-LOCATION S-RESTAURANT O
파주 맥주집 어디 있냐,S-LOCATION S-RESTAURANT O O
김포 맥주집 추천해 줘,S-LOCATION S-RESTAURANT O O
임실 우동집 추천해 주라,S-LOCATION S-RESTAURANT O O
장수 빵집 알려주세요,S-LOCATION S-RESTAURANT O
구리 치킨집 알고싶어,S-LOCATION S-RESTAURANT O
함평 샐러드 바 어디 있니,S-LOCATION B-RESTAURANT E-RESTAURANT O O
논산 중국집 알려줄래,S-LOCATION S-RESTAURANT O
통영 우동집 알려주라,S-LOCATION S-RESTAURANT O
영덕 횟집 알려줄래,S-LOCATION S-RESTAURANT O
울진 떡갈비집 추천해 줘,S-LOCATION S-RESTAURANT O O
전주 횟집 알려줄래,S-LOCATION S-RESTAURANT O
거제 치킨집 어디 있냐,S-LOCATION S-RESTAURANT O O
그러면 제천 김밥집 추천해 줘,O S-LOCATION S-RESTAURANT O O
그러면 구례 삼겹살집 알려줘,O S-LOCATION S-RESTAURANT O
그러면 성주 분식집 알려줘,O S-LOCATION S-RESTAURANT O
그러면 구미 닭꼬치집 알려줘,O S-LOCATION S-RESTAURANT O
그러면 양양 맥주집 알고싶어,O S-LOCATION S-RESTAURANT O
그러면 진안 횟집 알려주세요,O S-LOCATION S-RESTAURANT O
그러면 철원 치킨집 알려줄래,O S-LOCATION S-RESTAURANT O
그러면 평택 맥주집 어디 있냐,O S-LOCATION S-RESTAURANT O O
부산 강서구 횟집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
부산 종로구 베이커리 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
부산 동대문구 샐러드 바 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 영등포구 횟집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
부산 중구 닭꼬치 집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 관악구 뷔페 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 강서구 베이커리 추천해 주라,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 송파구 닭꼬치 집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 성동구 순댓국집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
부산 은평구 횟집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
부산 구로구 맥주 집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 영등포구 돈까스 집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 금천구 떡갈비 집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 노원구 횟집 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
부산 강북구 중국집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
부산 동작구 라멘 집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 광진구 중국집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 서대문구 치킨 집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 은평구 분식집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 도봉구 순댓국집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 동작구 횟집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
부산 성동구 우동 집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 동작구 닭꼬치 집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 은평구 분식집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
부산 서대문구 뷔페 추천해 주라,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 광진구 돈까스 집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 중랑구 맥주 집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 서대문구 돈까스 집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 노원구 베이커리 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 송파구 빵집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
부산 구로구 곱창 집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 강서구 갈비 집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 용산구 김밥 집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 성북구 횟집 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
부산 강동구 맥주 집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 동작구 술집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 강남구 우동 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 영등포구 분식집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
부산 강동구 빵집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
부산 구로구 고깃집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 구로구 빵집 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 송파구 닭꼬치 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 용산구 떡갈비 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 영등포구 빵집 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 성북구 카페 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
부산 강동구 죽집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
부산 서초구 갈비 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 마포구 치킨 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 동대문구 맥주 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 영등포구 떡갈비 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 강동구 삼겹살 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 서대문구 김밥 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 은평구 갈비 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 강서구 우동 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 영등포구 카페 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
부산 성동구 중국집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 노원구 베이커리 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 구로구 곱창 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
부산 노원구 중국집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
부산 도봉구 닭꼬치 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
부산 양천구 죽집 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 도봉구 베이커리 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강동구 베이커리 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강북구 우동 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 노원구 카페 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 도봉구 치킨 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 노원구 순댓국집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 영등포구 김밥 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 성동구 고깃집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 송파구 카페 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 동대문구 고깃집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 노원구 갈비 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 중랑구 샐러드 바 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 동작구 떡갈비 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 중구 삼겹살 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 노원구 곱창 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 용산구 치킨 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강남구 죽집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강서구 라멘 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 동작구 죽집 추천해 주라,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 동작구 분식집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 용산구 닭꼬치 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 구로구 카페 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 강동구 맥주 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 관악구 곱창 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강서구 샐러드 바 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 구로구 고깃집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 용산구 곱창 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 도봉구 라멘 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 은평구 맥주 맛집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 마포구 술집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 강동구 돈까스 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 영등포구 삼겹살 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강남구 갈비 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 동작구 뷔페 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 영등포구 떡갈비 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 송파구 갈비 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 양천구 죽집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강북구 닭꼬치 맛집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 중구 맥주 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 서대문구 우동 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 광진구 샐러드 바 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 은평구 순댓국집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 성동구 술집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 종로구 중국집 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
서울 송파구 횟집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 송파구 샐러드 바 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 은평구 피자 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 금천구 빵집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 영등포구 중국집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 관악구 닭꼬치 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 영등포구 횟집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 도봉구 술집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강남구 분식집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 서대문구 닭꼬치 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 구로구 횟집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 동대문구 치킨 맛집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 양천구 우동 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 중구 곱창 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 양천구 갈비 맛집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강동구 순댓국집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 은평구 김밥 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 서대문구 중국집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강서구 맥주 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 광진구 죽집 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
서울 도봉구 베이커리 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 양천구 순댓국집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 광진구 갈비 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강남구 횟집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 노원구 우동 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강동구 빵집 추천해 주라,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 마포구 삼겹살 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 구로구 빵집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 광진구 우동 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 노원구 피자 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 성북구 베이커리 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 서초구 샐러드 바 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 마포구 뷔페 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 양천구 베이커리 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강남구 피자 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강남구 라멘 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 용산구 라멘 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 마포구 닭꼬치 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 동대문구 중국집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 양천구 횟집 추천해 주라,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 중랑구 삼겹살 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강서구 분식집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 성북구 술집 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
서울 중랑구 죽집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 성북구 김밥 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 도봉구 떡갈비 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 용산구 삼겹살 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 용산구 카페 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 동대문구 피자 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 도봉구 횟집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 금천구 피자 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강남구 베이커리 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 영등포구 카페 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강서구 라멘 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 동대문구 피자 맛집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 용산구 치킨 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 금천구 돈까스 맛집 추천해 줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강북구 떡갈비 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강북구 중국집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 중구 분식집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 성동구 떡갈비 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 동대문구 떡갈비 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 성동구 중국집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 광진구 베이커리 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 성동구 횟집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 서초구 우동 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 용산구 뷔페 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 관악구 카페 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 노원구 중국집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 관악구 샐러드 바 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 중구 맥주 맛집 알려줄래,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강남구 고깃집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 영등포구 피자 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 은평구 닭꼬치 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 은평구 라멘 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 구로구 돈까스 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강동구 순댓국집 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 중구 맥주 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 용산구 죽집 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 양천구 고깃집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 서대문구 중국집 추천해 주라,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 강서구 갈비 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 종로구 카페 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 도봉구 맥주 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 은평구 갈비 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 성동구 김밥 맛집 알려주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 송파구 떡갈비 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 서초구 순댓국집 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
서울 광진구 삼겹살 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 마포구 김밥 맛집 알려줘,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 광진구 라멘 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 중구 맥주 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 동대문구 고깃집 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 광진구 치킨 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 성북구 술집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 구로구 갈비 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
짭짤한 빵 맛집 알려줘,S-LOCATION S-RESTAURANT O O
인기 많은 팥빵 빵집 추천 좀 해줄래,O O S-RESTAURANT O O O O
맛집 알려줘,O O
주변 맛집 알려줘,O O O
맛 좋은 맛집 알려줄래,O O O O
고깃집 추천해줘,S-RESTAURANT O
사탕 맛있는 곳 알려줘,S-RESTAURANT O O O
유명한 고깃집 무한리필 추천해줘,O S-RESTAURANT O O
무한리필집 추천해 줄래,O O O
부대찌개 잘하는 맛집 알려줘,S-RESTAURANT O O O
주변 샐러드 맛집 가볼까,O S-RESTAURANT O O
짭짤한 찜닭집 알려줘,O S-RESTAURANT O
찜닭 맛집 추천해줘,S-RESTAURANT O O
김치찌개 알려줘,S-RESTAURANT O
튀김 잘하는 맛집 어디니,S-RESTAURANT O O O
주변 아구찜 맛집 알려줘,O S-RESTAURANT O O
간장게장 잘하는 곳 가볼까,S-RESTAURANT O O O
샐러드 먹고 싶은데 맛집 가볼까,S-RESTAURANT O O O O
카레 먹고싶어,S-RESTAURANT O
자장면 먹고싶은데,S-RESTAURANT O
초밥 식당 추천해줘,S-RESTAURANT O O
매콤한 숙주 볶음 알려줘,O B-RESTAURANT E-RESTAURANT O
매운 떡뽁이 맛집 가볼까,O S-RESTAURANT O O
달콤한 브라우니 먹고싶어,O S-RESTAURANT O
유명한 창원 브라우니 카페,O S-LOCATION S-RESTAURANT O
마카롱 카페 달콤한 머랭쿠키,S-RESTAURANT O O S-RESTAURANT
머랭쿠키 잘하는 무한리필 있니,S-RESTAURANT O O O
초콜릿 무한리필 알려줘,S-RESTAURANT O O
초콜릿 무한리필 가볼까,S-RESTAURANT O O
무한리필점 유명한 곳 어디 있니,O O O O O
수제비 무한리필 어디 있어,S-RESTAURANT O O O
김치찌개 무한리필 알려줄래,S-RESTAURANT O O
유명한 찌개 무한리필 추천해줘,O S-RESTAURANT O O
햄버거 무한리필 알려줘,S-RESTAURANT O O
달콤한 햄버거 무한리필 어디니,O S-RESTAURANT O O
수제버거 어디 맛있니,S-RESTAURANT O O
치킨집 추천해줘,S-RESTAURANT O
치킨 맛있는 곳 추천해 줄래,S-RESTAURANT O O O O
달콤한 통닭집 추천해줘,O S-RESTAURANT O
주변 양념 치킨 진짜 잘하는 곳 추천,O B-RESTAURANT E-RESTAURANT O O O O
마라롱샤 무한리필 어디니,S-RESTAURANT O O
마라샹궈 무한리필 추천해 줘,S-RESTAURANT O O O
마라탕 진짜 잘하는 곳 어디 있어,S-RESTAURANT O O O O O
한식 무한리필 알려줘,S-RESTAURANT O O
백반집 원조 식당 어디니,S-RESTAURANT O O O
양식 먹고 싶은데 무한리필 있니,S-RESTAURANT O O O O
매콤한 매운탕 무한리필 알려줘,O S-RESTAURANT O O
만두 무한리필 알려줘,S-RESTAURANT O O
찐빵 무한리필 알려주세요,S-RESTAURANT O O
짬뽕 무한리필 알려주세요,S-RESTAURANT O O
초밥 진짜 잘하는 곳 어디 맛있니,S-RESTAURANT O O O O O
국밥집 어디,S-RESTAURANT O
국밥 먹고싶어,S-RESTAURANT O
뜨끈하고 든든하게 국밥 먹고싶어,O O S-RESTAURANT O
감자탕 먹고싶어,S-RESTAURANT O
라면 식당 어디,S-RESTAURANT O O
라멘 원조 식당 추천 좀 해줘,S-RESTAURANT O O O O O
일식집 알려줄래,S-RESTAURANT O
동두천 스테이크 무한리필 어디,S-LOCATION S-RESTAURANT O O
매콤한 스테이크 무한리필 가볼까,O S-RESTAURANT O O
강남 함박 스테이크 무한리필 원조 식당 먹을까,S-LOCATION B-RESTAURANT E-RESTAURANT O O O O
알리오 올리오 강남구 무한리필 먹을까,B-RESTAURANT E-RESTAURANT S-LOCATION O O
창녕 파스타 무한리필 추천해주겠니,S-LOCATION S-RESTAURANT O O
밀양 매콤한 파스타 인심 후한 곳 있니,S-LOCATION O S-RESTAURANT O O O O
임실 족발 무한리필 먹을까,S-LOCATION S-RESTAURANT O O
익산 양식집 무한리필 추천해 줄래,S-LOCATION S-RESTAURANT O O O
군산 일식집 무한리필 초밥 추천해줘,S-LOCATION S-RESTAURANT O S-RESTAURANT O
스테이크 무한리필 먹을까,S-RESTAURANT O O
매콤한 스테이크 무한리필 가볼까,O S-RESTAURANT O O
무한리필 원조 식당 먹을까,O O O O
알리오 올리오 푸드 먹을까,B-RESTAURANT E-RESTAURANT O O
파스타 푸드 추천해주겠니,S-RESTAURANT O O
매운 파스타 인심 후한 곳 있니,O S-RESTAURANT O O O O
족발 푸드 먹을까,S-RESTAURANT O O
양식집 식당 추천해 줄래,S-RESTAURANT O O O
일식집 푸드 초밥 추천해줘,S-RESTAURANT O S-RESTAURANT O
분식집 떡볶이 푸드 먹을까,B-RESTAURANT E-RESTAURANT O O
돈까스 먹고싶다,S-RESTAURANT O
중식 푸드 먹을까,S-RESTAURANT O O
주변 케익 빵집 추천해줘,O S-RESTAURANT O O
분식 푸드 먹을까,S-RESTAURANT O O
갈메기 마포구 푸드,S-RESTAURANT S-LOCATION O
강동 푸드 가볼까,S-LOCATION O O
